Job_Name,Company,City,Job_type,Employees,Followers,Applicants,Industry,Level,Involvment,skills,Job_skills,skills_skills,Class
Social Media Manager Intern,The One Liner,Delhi,Remote,5.39E-05,0.000172097,49,"Health, Wellness & Fitness ",Entry level,Internship,analytical skills digital content media strategy microsoft excel microsoft office microsoft powerpoint social media social media strategy,"'social', 'facebook', 'captions', 'hashtags', 'social', 'priyadarshini sahoo', 'mentor', 'ceo', 'company', 'click up', 'task', 'liner', 'goalsset', 'roigenerate', 'monitor seo', 'metricscollaborate', 'consistencycommunicate', 'facebook', 'suggest', 'applicationsrequirements', 'skillsproven', 'social', 'skillsability', 'solid', 'seo', 'google', 'skillsanalytical'","'skills digital content media strategy microsoft excel microsoft', 'microsoft', 'powerpoint social media social media strategy'",Class 2
Business Development Manager,Sphinx Worldbiz Limited,Noida,On-site,0.053856097,0.004933456,36,Information Technology & Services ,Entry level,Full-time,marketingaccount management business planning business strategy contract negotiation negotiation new business development sales management team leadership teamwork,'identify','marketingaccount',Class 2
"Teachers â€“ Maths, Science, English ( Jaipur & Dehradun)",Schoolnet India Limited,Dehradun,On-site,0.538614821,0.004084442,22,Education Management ,Entry level,Full-time,coaching curriculum curriculum development grills language teaching mathematics research teaching teaching english as a second language training,"'academic head', 'national curriculum framework', 'geneo', 'ncert', 'practice questions', 'test papers', 'daily practice worksheets', 'kyan'",'curriculum curriculum development grills language teaching mathematics research teaching teaching english',Class 1
Human Resources Intern,BasketHunt Pvt Ltd,Delhi,Remote,0.053856097,0.001193208,32,Computer Software ,Entry level,Internship,hr managementcommunication employee relations english interpersonal communication interpersonal skills organization skills presentation skills problem solving training,"'screening', 'ceo', 'office activities', 'degree', 'human resources', 'mba', 'internship', 'number', 'id', 'anmol negi'","'skills organization skills', 'skills problem'",Class 2
Detailing Manager,Tata Steel,Delhi,On-site,0.538614821,0.468506196,67,Mining & Metals ,Mid-Senior level,Full-time,adobe indesign mechanical engineering proposal writing service levels service-level agreements (sla) site execution structural engineering team management teamwork tekla,"'bom', 'boq', 'example porta', 'atm', 'bus shelter', 'electric charging', 'order work', 'drawings', 'drawings'","'adobe', 'indesign mechanical', 'levels', 'sla', 'site execution structural'",Class 3
Cost Accountant Clerk (LN),V2X Inc,Delhi,Remote,0.538614821,0.081229922,81,Defense & Space ,Entry level,Full-time,accounting standards cost accounting cost accounting standards financial accounting financial audits generally accepted accounting principles (gaap) government accounting journal entries (accounting) sharepoint written communication,"'cdrl', 'as400', 'gaap', 'labor', 'usg', 'cost accounting', 'ifs', 'maximo', 'utilizes', 'infinium hr', 'ap', 'dcaa', 'cost', 'business administration', 'ability', 'pcs', 'excel', 'intermediate', 'advanced', 'technology', 'microsoft access', 'word', 'excel', 'sharepoint', 'powerpoint', 'employee', 'ppe', 'ppe', 'safety regulations'","'cost accounting cost accounting standards', 'gaap', 'sharepoint written'",Class 1
Quality Assurance Associate IV,Conduent,Vishakhapatnam,On-site,0.538614821,0.302225792,3,Information Technology & Services ,Entry level,Full-time,communication coordination skills corrective and preventive action (capa) interpersonal skills problem solving product quality quality assurance quality control quality system vocational education,"'qa', 'sops', 'capa'","'skills corrective', 'capa', 'interpersonal skills problem'",Class 1
Community Manager,Srijan Technologies,Gurugram,On-site,0.053856097,0.007583754,28,Information Technology & Services ,Mid-Senior level,Full-time,digital marketingmarketingcommunication drupal event management event marketing events intrapersonal skills project management youtube,"'strong', 'digital marketing', 'event management', 'events marketing', 'telegram', 'twitter', 'facebook', 'medium', 'instagram', 'linkedin', 'youtube', 'drupal camps', 'drupalcon', 'wfh', 'drupal'","'digital', 'marketingmarketingcommunication drupal', 'skills project'",Class 2
Senior Manager - Leadership Development (L&D),Iris Software Inc.,Noida,On-site,0.269280483,0.0343162,86,Information Technology & Services ,Mid-Senior level,Full-time,human resources (hr)analytical skills business case preparation cross-functional team leadership leadership development program design program management project implementation stakeholder management strategy,"'partner', 'leadership', 'leadership', 'training partner', 'rfps', 'senior leaders', 'ld', 'project management', 'leadership', 'establish', 'ld', 'executive coaching', 'virtual', 'iris'",'analytical skills business case',Class 2
Technical Support Engineer,Avaya,Bengaluru,On-site,0.538560965,0.159258834,13,Information Technology & Services ,Entry level,Full-time,communication computer science electrical engineering network security networking post-sales post-sales support problem solving technical support troubleshooting,"'avaya holdings', 'nyse', 'avaya', 'matter', 'informationjob', 'engineeringshort', 'experienceeducationbachelor', 'computer science', 'electrical', 'u.s.', 'avaya', 'avaya', 'avaya', 'avaya global privacy policy'","'network security networking', 'technical support'",Class 1
Group HR & TA Manager,KAPITAL,Delhi,Remote,1,0.001009637,200,Staffing & Recruiting ,Mid-Senior level,Full-time,human resources (hr)talent management,"'job', 'group hr', 'ta manager', 'remote', 'india', 'us'",'talent management',Class 4
Human Resources Intern,COSMOS BUSINESS CONNECTION LTD,Delhi,Remote,1,0,26,Management Consulting ,Entry level,Internship,human resources (hr)managementanalytical skills code of conduct cold calling job description development learning performance analysis screening training,"'interviews', 'initial screening', 'interns', 'interns', 'kohli company', 'kohli media'","'managementanalytical skills code', 'conduct cold calling job'",Class 4
Human Resources Intern,2Q Professional and Management Services Pvt. Ltd.,Lucknow,On-site,1,0.000149151,13,Financial Services ,Entry level,Internship,hr managementcommunication employee relations english interpersonal communication interpersonal skills organization skills presentation skills problem solving training,"'update', 'hr', 'hr', 'human resources', 'hrm', 'human resources', 'microsoft'","'skills organization skills', 'skills problem'",Class 4
Entry Service Desk Specialist,CDM Smith,Bengaluru,On-site,0.538560965,0.074667279,7,Civil Engineering ,Entry level,Full-time,information technologycommunication customer relations group discussions it management it service management problem solving service desk systems analysis troubleshooting,"'cdm smith', 'service', 'service', 'computer science', 'it service', 'microsoft office', 'microsoft'",'technologycommunication customer relations group discussions',Class 1
Operation Executive Intern,Rentainance,Gurugram,On-site,1,0.000160624,25,Real Estate ,Entry level,Internship,data maintenance job description development microsoft excel purchase orders,'immediate joiner',"'data', 'maintenance job', 'microsoft excel purchase orders'",Class 4
Human Resources Specialist,Bombay Softwares,Ahmedabad,On-site,0.010771219,0.000952272,31,Information Technology & Services ,Entry level,Full-time,human resources (hr)employee turnover hr metrics hr policies interpersonal skills job satisfaction labor and employment law onboarding performance reviews resolving issues,'develop',"'employee turnover hr metrics hr policies', 'skills job', 'employment law onboarding performance reviews'",Class 2
Community Manager,Great Learning,Gurugram,On-site,0.269280483,0.034373566,27,E-learning ,Associate,Full-time,angular communication java javascript onboarding problem solving python (programming language) stakeholder management systems design written communication,"'guru ops', 'create', 'gurus', 'industry experts'","'angular', 'communication java', 'javascript onboarding problem'",Class 2
DevOps Engineer,Hitachi Vantara,Pune,On-site,0.538560965,0.14323084,51,Information Technology & Services ,Entry level,Full-time,ci container orchestration continuous integration and continuous delivery (ci/cd) devops json javascript kubernetes python (programming language) ruby scala,"'work', 'devops', 'azure', 'devops', 'linux', 'jenkins', 'github', 'ansible', 'jira', 'terraform', 'docker', 'kubernetes', 'cloud', 'container orchestration', 'security', 'knowledge', 'kubernetes', 'docker', 'ingress', 'egress services', 'portal', 'rest', 'spring', 'hibernate', 'powershell', 'json', 'eks', 'ecr', 'aks', 'golang', 'python', 'ruby', 'javascript', 'java', 'scala', 'automation', 'product management', 'development', 'docker', 'kubernetes', 'jenkins', 'git', 'terraform', 'ansible', 'jira', 'splunk', 'ecs', 'ecr', 'ec2', 's3', 'rds', 'route53', 'aws', 'aws cloud', 'iam', 'vpc', 'nacls', 'cloudwatch', 'cloudtrail', 'container registry', 'azure container instances', 'aci', 'azure functions', 'azure storage services', 'azure sql database', 'azure active directory', 'azure application gateway', 'azure devops', 'microsoft azure iaas', 'iac', 'ci', 'script', 'python', 'json', 'yaml', 'shell', 'bash', 'rest', 'apache maven', 'iac', 'clickhouse', 'postgresql'","'continuous delivery', 'devops', 'ruby scala'",Class 1
Business Development Manager,LP Infotech,Sahibzada Ajit Singh Nagar,On-site,1,0.000309775,2,Computer Software ,Entry level,Full-time,businessbdm business development client communication communication employer branding lead generation portals,"'upwork', 'freelancer', 'linkedin', 'every month', 'environment', 'dinner', 'bonus', 'senior team leads', 'clients'","'businessbdm', 'business development client communication communication employer branding lead'",Class 4
Business Development Associate,Youth India E-School,New Delhi,On-site,1,0.000252409,1,Higher Education ,Entry level,Full-time,analytical skills cold calling communication customer satisfaction direct sales lead generation market research presentation skills prospectus teamwork,"'youth india', 'learning management system', 'lms', 'post', 'prior business', 'education', 'b2b', 'leadership', 'analytical'","'skills cold calling', 'lead generation market research', 'skills prospectus teamwork'",Class 4
